Timestamp,What is your age?,What is your gender?,Highest Level of Education Completed,Employment Type,How many hours do you work in an average week?,Number of years in current industry,"What is your expected personal income (pre-tax, in USD) this year?",Marital Status,Family Status
8/25/2009 11:17:25,18,Male,High School,Corporation,20,0,8000,Single,0
8/25/2009 11:17:41,20,Male,Some College,Corporation,8,2,8000,Single,0
8/25/2009 11:17:45,26,Male,Bachelors,Small Business,45,1,55000,Single,0
8/25/2009 11:19:05,21,Male,Some College,Student,60,4,20000,Single,0
8/25/2009 11:19:10,42,Male,Bachelors,Corporation,45,20,120000,Married/Partner,1
8/25/2009 11:19:49,28,Male,Some College,Large Business,60,10,80000,Married/Partner,0
8/25/2009 11:19:57,24,Male,Bachelors,Small Business,40,1,55000,Single,0
8/25/2009 11:20:29,35,Male,Masters/MBA,Small Business,42,0,72000,Married/Partner,2
8/25/2009 11:20:39,28,Male,Bachelors,Corporation,45,6,64000,Married/Partner,0
8/25/2009 11:20:40,34,Male,Some College,Corporation,35,10,65000,Married/Partner,0
8/25/2009 11:20:52,30,Male,Associates,Small Business,40,6,82500,Married/Partner,2
8/25/2009 11:21:00,20,Male,Some College,Student,20,3,2000,Single,0
8/25/2009 11:21:36,40,Male,Some College,Small Business,50,15,120000,Married/Partner,2
8/25/2009 11:22:36,23,Male,Bachelors,Corporation,40,1,107500,Single,0
8/25/2009 11:22:39,20,Male,Some College,Student,40,2,10000,Single,0
8/25/2009 11:23:10,46,Male,Masters/MBA,Corporation,40,11,90000,Married/Partner,0
8/25/2009 11:23:16,30,Male,Some College,Corporation,55,7,90000,Single,0
8/25/2009 11:23:17,22,Male,Associates,Small Business,16,5,25000,Single,0
8/25/2009 11:23:33,26,Male,Bachelors,Small Business,40,4,50000,Single,0
8/25/2009 11:23:36,17,Male,Pre-High School,Student,70,4,10000,Single,0
8/25/2009 11:23:43,38,Male,Bachelors,Small Business,50,11,160000,Married/Partner,2
8/25/2009 11:24:28,25,Male,Masters/MBA,Corporation,40,2,70000,Single,0
8/25/2009 11:24:37,34,Male,Bachelors,Self Employed,50,11,95000,Single,0
8/25/2009 11:24:48,26,Male,Ph.D/DDS/MD,Student,38,3,26000,Married/Partner,0
8/25/2009 11:24:55,27,Male,Some College,Small Business,60,5,40000,Divorced/Seperated,0
8/25/2009 11:25:12,22,Male,Bachelors,Corporation,50,1,71500,Single,0
8/25/2009 11:26:15,31,Male,Some College,Government,40,13,115000,Married/Partner,0
8/25/2009 11:26:19,28,Male,Masters/MBA,Small Business,60,12,110000,Single,0
8/25/2009 11:26:25,38,Male,Bachelors,Small Business,45,3,42000,Married/Partner,3
8/25/2009 11:26:31,27,Male,Bachelors,Unemployed,70,3,50000,Single,0
8/25/2009 11:26:45,26,Male,High School,Small Business,50,7,85000,Single,0
8/25/2009 11:26:45,22,Male,Some College,Small Business,40,3,90000,Single,0
8/25/2009 11:27:28,39,Male,Pre-High School,Self Employed,80,18,0,Divorced/Seperated,0
8/25/2009 11:27:48,24,Male,Bachelors,Corporation,43,2,91000,Single,0
8/25/2009 11:28:40,17,Male,High School,Student,0,0,500,Single,0
8/25/2009 11:28:43,31,Male,Some College,Small Business,40,10,52,Single,0
8/25/2009 11:28:47,37,Male,Bachelors,Self Employed,40,17,250000,Married/Partner,0
8/25/2009 11:28:55,38,Female,Bachelors,Self Employed,0,12,0,Single,0
8/25/2009 11:29:19,27,Male,Some College,Government,40,10,130000,Married/Partner,2
8/25/2009 11:29:20,25,Male,Bachelors,Government,37.5,2,70000,Single,0
8/25/2009 11:29:29,25,Male,Bachelors,Large Business,30,4,55000,Single,0
8/25/2009 11:29:49,22,Male,Bachelors,Small Business,60,1,40000,Single,0
8/25/2009 11:29:59,29,Male,Masters/MBA,Self Employed,30,8,120000,Single,0
8/25/2009 11:30:04,24,Male,High School,Small Business,50,7,60000,Married/Partner,0
8/25/2009 11:30:12,23,Male,Some College,Small Business,60,5,32000,Single,0
8/25/2009 11:30:18,20,Female,Some College,Student,0,14,"2,ooo",Single,0
8/25/2009 11:31:11,25,Male,Some College,Small Business,42,12,115000,Married/Partner,0
8/25/2009 11:31:17,26,Male,Masters/MBA,Small Business,50,8,35000,Married/Partner,0
8/25/2009 11:31:36,28,Male,Some College,Corporation,50,10,180000,Single,2
8/25/2009 11:31:41,21,Male,Bachelors,Corporation,37.5,2,48000,Single,0
8/25/2009 11:34:02,29,Male,Masters/MBA,Small Business,65,11,84000,Single,0
8/25/2009 11:34:06,24,Male,Bachelors,Small Business,40,4,85000,Married/Partner,1
8/25/2009 11:34:12,29,Male,Bachelors,Corporation,40,5,56000,Married/Partner,1
8/25/2009 11:34:37,36,Male,Masters/MBA,Corporation,45,12,150000,Married/Partner,2
8/25/2009 11:35:36,22,Male,Bachelors,Large Business,35,4,80000,Single,0
8/25/2009 11:35:38,32,Male,Bachelors,Self Employed,40,5,50000,Married/Partner,0
8/25/2009 11:36:20,27,Male,Bachelors,Small Business,60,5,86000,Single,0
8/25/2009 11:36:21,33,Male,Masters/MBA,Government,42,10,70000,Married/Partner,1
8/25/2009 11:37:36,29,Male,Some College,Large Business,40,6,36000,Single,0
8/25/2009 11:37:50,19,Male,High School,Student,45,3,2500,Single,0
8/25/2009 11:38:06,27,Male,Bachelors,Small Business,41,8,52500,Single,0
8/25/2009 11:38:43,23,Male,Bachelors,Self Employed,25,5,25000,Single,0
8/25/2009 11:38:59,27,Male,Bachelors,Small Business,40,1,30300,Single,0
8/25/2009 11:39:03,27,Male,Associates,Self Employed,60,10,55000,Single,0
8/25/2009 11:39:19,31,Male,Bachelors,Self Employed,2,10,12000,Single,0
8/25/2009 11:40:18,26,Male,Masters/MBA,Large Business,38,1,70000,Single,0
8/25/2009 11:40:35,18,Male,High School,Self Employed,90,5,20000,Single,0
8/25/2009 11:40:47,20,Male,Some College,Self Employed,20,1,25000,Single,0
8/25/2009 11:42:09,28,Male,Associates,Small Business,40,10,65000,Single,0
8/25/2009 11:42:11,32,Male,Bachelors,Small Business,55,10,135000,Single,0
8/25/2009 11:42:35,29,Male,Bachelors,Small Business,40,7,72000,Married/Partner,0
8/25/2009 11:42:43,33,Male,Bachelors,Small Business,55,15,100000,Married/Partner,3
8/25/2009 11:42:44,25,Male,Bachelors,Small Business,50,6,73000,Single,0
8/25/2009 11:42:56,37,Male,Ph.D/DDS/MD,Self Employed,42,5,90000,Single,0
8/25/2009 11:43:27,27,Male,Bachelors,Self Employed,50,2,100000,Married/Partner,1
8/25/2009 11:43:46,24,Male,Bachelors,Self Employed,65,3,300000,Single,0
8/25/2009 11:43:47,26,Male,Masters/MBA,Self Employed,30,14,-1,Single,0
8/25/2009 11:44:35,31,Male,Some College,Small Business,62,10,116000,Single,0
8/25/2009 11:45:11,zwanzig,Male,Some College,Student,4,0,4000,Single,0
8/25/2009 11:45:38,27,Male,Bachelors,Small Business,35,2,50000,Single,0
8/25/2009 11:45:51,24,Male,Bachelors,Corporation,40,1,7000,Single,0
8/25/2009 11:45:58,20,Male,High School,Student,20,1,50000,Single,0
8/25/2009 11:46:16,27,Male,Bachelors,Self Employed,2,4,5000,Single,0
8/25/2009 11:46:37,26,Male,Bachelors,Government,30,3,45000,Single,0
8/25/2009 11:46:59,31,Male,Bachelors,Small Business,50,10,100000,Single,0
8/25/2009 11:47:10,19,Male,Bachelors,Student,37,0,20000,Single,0
8/25/2009 11:47:27,25,Male,Bachelors,Small Business,40,4,80000,Single,0
8/25/2009 11:49:06,31,Male,Bachelors,Student,45,5,20000,Married/Partner,0
8/25/2009 11:49:28,25,Female,Masters/MBA,Student,50,3,21500,Single,0
8/25/2009 11:50:31,27,Male,Bachelors,Small Business,35,16,100000,Single,0
8/25/2009 11:50:40,27,Male,Masters/MBA,Government,50,4,"42,",Married/Partner,0
8/25/2009 11:52:08,22,Male,Bachelors,Student,40,3,0,Single,0
8/25/2009 11:54:29,27,Male,Some College,Small Business,42,7,32000,Single,0
8/25/2009 11:54:49,33,Male,Bachelors,Self Employed,45,4,45000,Married/Partner,1
8/25/2009 11:55:15,22,Male,High School,Self Employed,20,4,50000,Single,0
8/25/2009 11:55:42,26,Male,Some College,Self Employed,20,10,"24, 000",Single,0
8/25/2009 11:55:46,35,Female,Ph.D/DDS/MD,Self Employed,10,15,300000,Married/Partner,1
8/25/2009 11:56:29,24,Male,Masters/MBA,Small Business,40,1,50000,Single,0
8/25/2009 11:56:40,30,Male,Some College,Large Business,50,6,60000,Married/Partner,0
8/25/2009 11:58:06,24,Male,Bachelors,Student,25,6,25000,Single,0
8/25/2009 11:58:31,33,Male,Bachelors,Small Business,40,11,100000,Married/Partner,1
8/25/2009 11:58:40,20,Male,Some College,Small Business,35,3,30000,Single,0
8/25/2009 11:58:46,19,Male,High School,Student,30,0,0,Single,0
8/25/2009 11:59:15,24,Male,Bachelors,Large Business,40,2,50000,Married/Partner,0
8/25/2009 11:59:26,23,Male,Bachelors,Unemployed,40,2,0,Single,0
8/25/2009 11:59:36,20,Male,Some College,Large Business,60,5,15000,Single,0
8/25/2009 12:00:02,28,Male,Bachelors,Small Business,40,5,70000,Married/Partner,1
8/25/2009 12:00:43,33,Male,Some College,Large Business,60,14,190000,Single,0
8/25/2009 12:01:30,29,Male,Associates,Small Business,60,10,80000,Married/Partner,0
8/25/2009 12:02:10,25,Male,Bachelors,Small Business,38,8,55000,Single,0
8/25/2009 12:04:57,24,Male,Some College,Small Business,64,2,40000,Single,0
8/25/2009 12:05:12,24,Male,Bachelors,Large Business,50,2,75000,Married/Partner,0
8/25/2009 12:05:23,32,Male,Bachelors,Corporation,40,8,80000,Single,0
8/25/2009 12:06:36,28,Male,Ph.D/DDS/MD,Government,40,3,60000,Married/Partner,1
8/25/2009 12:06:48,27,Male,Bachelors,Small Business,40,5,70000,Single,0
8/25/2009 12:07:15,28,Male,Bachelors,Self Employed,45,10,120000,Single,0
8/25/2009 12:08:04,30,Male,Masters/MBA,Large Business,50,10,280000,Married/Partner,0
8/25/2009 12:08:36,38,Male,Bachelors,Small Business,60,17,350000,Married/Partner,1
8/25/2009 12:09:01,23,Male,Some College,Self Employed,40,1.5,5000,Single,0
8/25/2009 12:09:26,25,Male,Bachelors,Student,70,3,27000,Single,0
8/25/2009 12:09:51,27,Male,Bachelors,Small Business,40,2,40000,Single,0
8/25/2009 12:10:34,29,Male,Masters/MBA,Self Employed,45,2,0,Single,0
8/25/2009 12:10:40,26,Female,Some College,Small Business,60,4,50000,Single,0
8/25/2009 12:12:18,38,Male,Some College,Corporation,60,15,165000,Married/Partner,0
8/25/2009 12:12:20,29,Male,Masters/MBA,Corporation,40,5,42500,Single,0
8/25/2009 12:13:29,25,Male,Masters/MBA,Student,50,6,28619,Single,0
8/25/2009 12:13:29,26,Male,Bachelors,Small Business,40,4,105000,Single,0
8/25/2009 12:14:07,19,Male,Some College,Unemployed,40,1,1000,Single,0
8/25/2009 12:14:37,23,Male,Bachelors,Small Business,50,2,50000,Single,0
8/25/2009 12:14:54,25,Male,Bachelors,Small Business,50,3,75000,Single,0
8/25/2009 12:15:08,25,Male,Bachelors,Student,15,1,14000,Single,0
8/25/2009 12:15:27,22,Male,High School,Self Employed,30,3,10000,Single,0
8/25/2009 12:16:29,24,Male,Bachelors,Student,60,1,95000,Single,0
8/25/2009 12:17:04,25,Male,Bachelors,Small Business,40,4,95000,Single,0
8/25/2009 12:17:40,23,Male,Some College,Self Employed,60,8,60000,Single,0
8/25/2009 12:18:10,20,Male,Some College,Small Business,45,2,30000,Single,0
8/25/2009 12:18:35,36,Male,Bachelors,Large Business,40,15,140000,Married/Partner,1
8/25/2009 12:18:58,35,Male,Bachelors,Self Employed,80,14,200000,Married/Partner,1
8/25/2009 12:19:06,25,Male,Bachelors,Small Business,55,3.5,80000,Single,0
8/25/2009 12:19:08,23,Male,Bachelors,Self Employed,35,7,70000,Single,0
8/25/2009 12:19:22,29,Male,Bachelors,Small Business,35,5,65000,Single,0
8/25/2009 12:19:25,35,Male,Masters/MBA,Corporation,50,13,100000,Married/Partner,0
8/25/2009 12:20:00,26,Male,Bachelors,Large Business,50,3,102000,Single,0
8/25/2009 12:20:09,21,Male,Some College,Corporation,12,2,13000,Married/Partner,0
8/25/2009 12:20:13,27,Male,Bachelors,Small Business,50,2,55000,Single,0
8/25/2009 12:20:58,20,Male,Some College,Corporation,30,2,20000,Single,0
8/25/2009 12:21:12,26,Male,Masters/MBA,Small Business,50,2,60000,Married/Partner,0
8/25/2009 12:21:26,30,Male,Bachelors,Self Employed,60,7,60000,Single,0
8/25/2009 12:22:04,39,Male,Bachelors,Corporation,50,16,100000,Married/Partner,3
8/25/2009 12:22:11,24,Male,Associates,Corporation,45,1,19200,Single,0
8/25/2009 12:22:17,22,Male,Associates,Student,30,3,0,Single,0
8/25/2009 12:23:02,28,Male,Bachelors,Small Business,30,4,60000,Married/Partner,0
8/25/2009 12:23:03,27,Male,Bachelors,Self Employed,35,2,15,Single,0
8/25/2009 12:23:15,23,Male,Some College,Small Business,60,3,30000,Single,0
8/25/2009 12:23:28,26,Male,Bachelors,Corporation,45,2,65000,Married/Partner,0
8/25/2009 12:23:45,33,Male,Masters/MBA,Unemployed,10,20,20000,Married/Partner,0
8/25/2009 12:24:42,24,Male,Bachelors,Student,40,6,10000,Married/Partner,0
8/25/2009 12:24:55,48,Male,Bachelors,Corporation,50,26,195000,Married/Partner,2
8/25/2009 12:25:36,28,Male,Masters/MBA,Small Business,50,5,130000,Married/Partner,1
8/25/2009 12:25:53,20,Male,Some College,Student,50,1,10000,Married/Partner,0
8/25/2009 12:26:32,28,Male,Masters/MBA,Large Business,65,5,80000,Single,0
8/25/2009 12:27:00,29,Male,Some College,Corporation,40,9,100000,Married/Partner,0
8/25/2009 12:27:01,21,Male,Some College,Student,20,8,0,Single,0
8/25/2009 12:27:10,30,Male,Masters/MBA,Self Employed,40,10,24000,Single,0
8/25/2009 12:27:21,22,Male,Some College,Student,0,0,0,Single,0
8/25/2009 12:27:23,36,Male,Masters/MBA,Small Business,40,8,70000,Divorced/Seperated,2
8/25/2009 12:30:18,17,Male,High School,Student,24,1,7200,Single,0
8/25/2009 12:30:32,24,Male,Some College,Self Employed,25,4,0,Single,0
8/25/2009 12:30:40,36,Male,Masters/MBA,Self Employed,50,9,50000,Single,0
8/25/2009 12:31:41,33,Male,Masters/MBA,Corporation,50,10,130000,Single,1
8/25/2009 12:32:30,29,Male,Bachelors,Small Business,40,6,100000,Single,0
8/25/2009 12:32:38,39,Male,Bachelors,Small Business,40,18,130000,Married/Partner,2
8/25/2009 12:32:42,20,Male,High School,Small Business,15,1,5200,Single,0
8/25/2009 12:32:43,25,Male,Bachelors,Large Business,50,4,90000,Single,0
8/25/2009 12:33:08,23,Male,Bachelors,Small Business,38,1,50000,Single,0
8/25/2009 12:33:50,28,Male,Bachelors,Small Business,40,6,50000,Married/Partner,1
8/25/2009 12:34:44,27,Female,Bachelors,Unemployed,0,2,0,Single,0
8/25/2009 12:35:04,29,Male,Bachelors,Large Business,40,7,50000,Married/Partner,0
8/25/2009 12:35:14,27,Male,Bachelors,Small Business,30,8,42000,Single,0
8/25/2009 12:36:10,53,Male,Some College,Corporation,45,25,83000,Married/Partner,1
8/25/2009 12:36:13,25,Male,Bachelors,Small Business,84,3,18000,Single,0
8/25/2009 12:36:27,33,Male,Some College,Self Employed,20,8,38000,Single,0
8/25/2009 12:36:34,24,Male,Bachelors,Corporation,40,2,70000,Single,0
8/25/2009 12:36:47,25,Male,Bachelors,Small Business,50,4,80000,Single,0
8/25/2009 12:37:40,30,Male,Some College,Self Employed,60,10,100000,Married/Partner,0
8/25/2009 12:37:42,35,Male,Ph.D/DDS/MD,Government,48,11,50000,Single,0
8/25/2009 12:37:56,30,Male,Masters/MBA,Self Employed,12,4,100000,Single,0
8/25/2009 12:38:11,23,Male,Bachelors,Large Business,75,1,85000,Single,0
8/25/2009 12:38:58,23,Male,Masters/MBA,Unemployed,0,1,0,Single,0
8/25/2009 12:39:29,32,Male,High School,Self Employed,30,10,75000,Single,0
8/25/2009 12:41:23,23,Male,Bachelors,Student,80,3,20000,Single,0
8/25/2009 12:41:57,25,Male,Bachelors,Corporation,40,2,42000,Single,0
8/25/2009 12:42:18,29,Male,Masters/MBA,Large Business,50,6,40000,Single,0
8/25/2009 12:43:29,30,Male,Associates,Corporation,50,15,82000,Single,0
8/25/2009 12:43:39,24,Male,Some College,Student,0,4,0,Single,0
8/25/2009 12:44:33,39,Male,Some College,Self Employed,40,20,190000,Married/Partner,3
8/25/2009 12:44:43,1C,Male,Some College,Self Employed,1E,8,4.00E+20,Single,0
8/25/2009 12:45:26,29,Male,Masters/MBA,Corporation,45,3,60000,Married/Partner,1
8/25/2009 12:45:55,26,Male,Bachelors,Small Business,40,5,65000,Married/Partner,0
8/25/2009 12:48:05,23,Male,Masters/MBA,Small Business,40,1,50000,Single,0
8/25/2009 12:48:21,29,Male,Masters/MBA,Student,35,7,20000,Single,0
8/25/2009 12:48:52,21,Male,Bachelors,Corporation,12,1,10000,Single,0
8/25/2009 12:50:10,24,Male,Masters/MBA,Corporation,45,1,90000,Single,0
8/25/2009 12:50:23,35,Male,Some College,Corporation,50,17,110000,Married/Partner,1
8/25/2009 12:51:35,33,Male,Bachelors,Large Business,60,12,100000,Married/Partner,1
8/25/2009 12:52:28,26,Male,Bachelors,Corporation,43,1,31000,Single,0
8/25/2009 12:52:38,20,Male,High School,Student,28,3,10000,Single,0
8/25/2009 12:53:55,26,Male,Ph.D/DDS/MD,Student,35,5,120000,Single,0
8/25/2009 12:54:05,21,Male,Some College,Student,70,3,6000,Single,0
8/25/2009 12:54:47,22,Male,Bachelors,Large Business,40,1,75000,Single,0
8/25/2009 12:56:06,30,Male,Bachelors,Government,40,6,44000,Married/Partner,1
8/25/2009 12:56:13,35,Male,Bachelors,Small Business,37.5,11,75000,Single,0
8/25/2009 12:56:13,43,Male,Bachelors,Unemployed,60,11,15000,Single,0
8/25/2009 12:56:38,24,Male,Masters/MBA,Corporation,50,2,85000,Single,0
8/25/2009 12:56:42,24,Male,Bachelors,Student,55,7,26400,Single,0
8/25/2009 12:57:35,24,Male,Bachelors,Self Employed,120,3,150000,Single,0
8/25/2009 12:57:41,34,Male,Bachelors,Corporation,55,8,50000,Married/Partner,1
8/25/2009 12:57:43,31,Male,Some College,Large Business,60,10,160000,Married/Partner,2
8/25/2009 12:58:42,26,Male,Bachelors,Corporation,40,4,60000,Single,0
8/25/2009 12:59:25,44,Male,High School,Self Employed,30,15,200000,Married/Partner,2
8/25/2009 12:59:32,16,Male,Pre-High School,Student,10,3,0,Single,0
8/25/2009 13:00:26,25,Male,Associates,Government,40,5,70000,Single,0
8/25/2009 13:00:50,26,Male,Masters/MBA,Large Business,38,3,67000,Married/Partner,0
8/25/2009 13:01:43,24,Male,Some College,Self Employed,50,3,100000,Single,0
8/25/2009 13:01:46,25,Female,Bachelors,Small Business,45,7,50000,Single,0
8/25/2009 13:01:55,20,Male,Some College,Student,20,2,13000,Single,0
8/25/2009 13:02:23,32,Male,Ph.D/DDS/MD,Government,40,6,75000,Single,0
8/25/2009 13:05:00,27,Male,Some College,Large Business,40,11,100000,Single,0
8/25/2009 13:05:16,47,Male,Bachelors,Self Employed,70,26,160000,Married/Partner,3
8/25/2009 13:07:43,59,Male,Masters/MBA,Self Employed,50,24,30000,Divorced/Seperated,0
8/25/2009 13:08:24,34,Female,Masters/MBA,Large Business,50,12,60500,Single,0
8/25/2009 13:09:11,28,Male,Associates,Corporation,40,5,70000,Single,0
8/25/2009 13:11:01,23,Male,Bachelors,Student,36,4,3000,Married/Partner,0
8/25/2009 13:11:13,22,Male,Some College,Small Business,40,10,30000,Single,0
8/25/2009 13:11:48,21,Male,Some College,Corporation,32,2,30000,Married/Partner,0
8/25/2009 13:11:52,28,Male,Bachelors,Corporation,48,5,170000,Single,1
8/25/2009 13:13:26,22,Male,Some College,Student,25,4,0,Single,0
8/25/2009 13:13:40,18,Female,Some College,Student,50,1,50000,Single,0
8/25/2009 13:14:23,25,Male,Bachelors,Small Business,40,4,39000,Single,0
8/25/2009 13:16:32,25,Male,Some College,Unemployed,60,3,4500,Single,0
8/25/2009 13:16:49,25,Male,Masters/MBA,Small Business,40,3,62000,Single,0
8/25/2009 13:17:35,23,Male,Bachelors,Small Business,60,1,65000,Single,0
8/25/2009 13:17:47,16,Male,High School,Student,60,16,3600,Single,0
8/25/2009 13:17:55,25,Male,Bachelors,Student,40,3,12000,Single,0
8/25/2009 13:18:04,40,Male,Associates,Small Business,60,20,-1,Single,0
8/25/2009 13:18:22,21,Male,High School,Corporation,30,1,4500,Single,0
8/25/2009 13:19:21,20,Male,Some College,Student,40,2,12000,Single,0
8/25/2009 13:19:45,26,Male,Some College,Self Employed,60,10,35000,Single,0
8/25/2009 13:20:19,28,Male,Bachelors,Corporation,40,6,30000,Single,0
8/25/2009 13:20:59,31,Male,Bachelors,Self Employed,20,13,100000,Single,0
8/25/2009 13:22:33,23,Male,Bachelors,Corporation,40,1,26000,Single,0
8/25/2009 13:23:25,22,Male,Some College,Corporation,40,2,52000,Single,0
8/25/2009 13:24:21,30,Male,Bachelors,Corporation,35,5,50000,Married/Partner,0
8/25/2009 13:24:25,28,Male,Bachelors,Small Business,44,2,50000,Single,0
8/25/2009 13:24:39,31,Female,Masters/MBA,Student,80,11,47000,Single,0
8/25/2009 13:26:07,22,Male,Some College,Large Business,38,5,30000,Single,0
8/25/2009 13:27:26,35,Male,Bachelors,Corporation,35,12,90000,Married/Partner,0
8/25/2009 13:27:56,28,Female,Bachelors,Large Business,60,6,110000,Single,0
8/25/2009 13:28:41,22,Male,Some College,Student,20,4,40000,Single,0
8/25/2009 13:30:02,25,Male,Some College,Corporation,45,9,150000,Married/Partner,0
8/25/2009 13:31:08,33,Male,Bachelors,Self Employed,60,11,60000,Divorced/Seperated,0
8/25/2009 13:31:29,28,Male,Some College,Corporation,50,8,75000,Married/Partner,2
8/25/2009 13:31:33,35,Male,Bachelors,Small Business,40,13,62000,Married/Partner,1
8/25/2009 13:33:52,33,Male,Associates,Self Employed,45,10,88000,Single,0
8/25/2009 13:34:21,29,Male,Bachelors,Self Employed,24,10,40000,Married/Partner,1
8/25/2009 13:35:08,31,Male,Ph.D/DDS/MD,Unemployed,0,0,100000,Married/Partner,0
8/25/2009 13:38:13,24,Male,High School,Small Business,50,1,35000,Single,0
8/25/2009 13:38:47,22,Male,High School,Self Employed,70,10,70000,Single,0
8/25/2009 13:38:56,26,Male,Bachelors,Corporation,40,3,60000,Single,0
8/25/2009 13:39:43,27,Male,Masters/MBA,Large Business,40,3,72000,Married/Partner,0
8/25/2009 13:39:57,39,Male,Masters/MBA,Small Business,40,16,115000,Married/Partner,0
8/25/2009 13:40:17,37,Male,Ph.D/DDS/MD,Corporation,40,21,138000,Married/Partner,1
8/25/2009 13:40:39,21,Male,High School,Student,30,0,0,Single,0
8/25/2009 13:41:20,25,Male,Masters/MBA,Small Business,50,3,25000,Single,0
8/25/2009 13:41:29,28,Male,Some College,Corporation,45,8,89000,Married/Partner,0
8/25/2009 13:41:31,33,Male,Bachelors,Large Business,45,12,65000,Married/Partner,0
8/25/2009 13:41:49,26,Male,Bachelors,Small Business,45,4,65000,Married/Partner,0
8/25/2009 13:42:22,35,Male,Some College,Small Business,38,15,28000,Married/Partner,2
8/25/2009 13:44:36,34,Male,Bachelors,Small Business,45,17,115000,Single,1
8/25/2009 13:44:47,19,Male,Some College,Government,40,4,25000,Single,0
8/25/2009 13:45:00,20,Male,Some College,Self Employed,35,2,25000,Single,0
8/25/2009 13:46:00,27,Male,Bachelors,Corporation,40,3,58000,Married/Partner,0
8/25/2009 13:46:09,28,Male,Bachelors,Small Business,45,7,80000,Single,0
8/25/2009 13:46:28,27,Male,Bachelors,Large Business,38,3,60000,Married/Partner,0
8/25/2009 13:46:36,21,Male,Some College,Student,55,3,11000,Single,0
8/25/2009 13:46:46,27,Male,Masters/MBA,Corporation,46,1,68000000,Single,0
8/25/2009 13:47:03,27,Male,Masters/MBA,Corporation,46,1,68000,Single,0
8/25/2009 13:47:14,31,Male,Masters/MBA,Corporation,42,5,275000,Married/Partner,1
8/25/2009 13:48:10,34,Male,Masters/MBA,Corporation,45,13,250000,Single,0
8/25/2009 13:49:25,39,Male,Bachelors,Corporation,50,17,110000,Single,0
8/25/2009 13:51:43,27,Male,Masters/MBA,Self Employed,60,5,30000,Single,0
8/25/2009 13:51:48,43,Male,Some College,Unemployed,50,28,10000,Single,0
8/25/2009 13:51:50,39,Male,Bachelors,Small Business,50,17,125000,Married/Partner,0
8/25/2009 13:52:08,33,Male,Bachelors,Small Business,40,11,100000,Single,0
8/25/2009 13:54:05,29,Male,Bachelors,Small Business,45,2,54000,Married/Partner,0
8/25/2009 13:54:29,58,Male,Masters/MBA,Small Business,45,25,190000,Married/Partner,2
8/25/2009 13:56:05,25,Male,Bachelors,Small Business,60,3,110000,Single,0
8/25/2009 13:57:08,26,Male,Bachelors,Self Employed,40,8,60000,Married/Partner,0
8/25/2009 13:57:24,51,Male,Bachelors,Small Business,45,26,112000,Married/Partner,2
8/25/2009 13:58:00,49,Male,Bachelors,Self Employed,30,15,100000,Married/Partner,1
8/25/2009 13:58:19,21,Male,Some College,Student,20,2,10000,Single,0
8/25/2009 13:58:21,32,Male,Associates,Large Business,40,8,38000,Married/Partner,0
8/25/2009 13:59:01,30,Male,Masters/MBA,Self Employed,40,10,60000,Married/Partner,2
8/25/2009 14:00:29,34,Male,Bachelors,Corporation,50,9,110000,Married/Partner,0
8/25/2009 14:01:07,26,Male,Bachelors,Small Business,40,3,70000,Married/Partner,0
8/25/2009 14:02:15,49,Male,Some College,Self Employed,35,13,60000,Married/Partner,2
8/25/2009 14:02:38,18,Male,Some College,Student,12,2,2000,Single,0
8/25/2009 14:04:11,34,Male,Masters/MBA,Large Business,45,11,280000,Married/Partner,1
8/25/2009 14:04:15,37,Male,Masters/MBA,Self Employed,45,14,60000,Married/Partner,2
8/25/2009 14:05:13,22,Male,Bachelors,Corporation,40,2,78000,Married/Partner,0
8/25/2009 14:05:50,19,Male,Some College,Self Employed,35,2,160000,Single,0
8/25/2009 14:05:53,26,Male,Ph.D/DDS/MD,Self Employed,12,10,50000,Single,0
8/25/2009 14:06:46,20,Male,High School,Unemployed,0,0,1850,Married/Partner,0
8/25/2009 14:06:53,24,Male,Bachelors,Corporation,50,1,75000,Single,0
8/25/2009 14:07:36,40,Male,High School,Small Business,45,6,55000,Married/Partner,3
8/25/2009 14:08:18,19,Male,Associates,Small Business,15,7,10000,Single,0
8/25/2009 14:08:46,47,Male,Masters/MBA,Small Business,42,12,90000,Married/Partner,0
8/25/2009 14:09:16,29,Male,Some College,Self Employed,60,10,250000,Married/Partner,1
8/25/2009 14:10:52,24,Male,Masters/MBA,Student,20,6,20000,Single,0
8/25/2009 14:12:55,19,Male,Some College,Student,20,1,5000,Single,0
8/25/2009 14:13:11,28,Male,Masters/MBA,Small Business,40,6,70000,Married/Partner,1
8/25/2009 14:13:11,18,Male,Associates,Student,30,10,5000,Single,0
8/25/2009 14:13:11,24,Male,Bachelors,Government,30,4,37000,Single,0
8/25/2009 14:18:37,24,Male,Some College,Self Employed,25,5,50000,Single,0
8/25/2009 14:21:21,17,Male,Pre-High School,Unemployed,0,0,450000,Single,0
8/25/2009 14:21:45,24,Male,Bachelors,Small Business,40,6,19000,Single,0
8/25/2009 14:22:38,22,Male,Associates,Small Business,40,5,36000,Single,0
8/25/2009 14:23:29,23,Male,Bachelors,Unemployed,0,0,0,Single,0
8/25/2009 14:24:20,30,Male,Some College,Self Employed,20,8,60000,Single,0
8/25/2009 14:24:25,28,Male,Bachelors,Self Employed,45,5,50000,Single,0
